time,x,y,z
8.533248,0.553580,-0.370200,1.969581
8.566581,0.553861,-0.381820,1.948216
8.599914,0.551024,-0.394186,1.932169
8.633247,0.546245,-0.405585,1.922964
8.666580,0.541550,-0.415458,1.922582
8.699913,0.538481,-0.423408,1.931388
8.733246,0.537891,-0.429057,1.949577
8.766579,0.539265,-0.431404,1.975953
8.799912,0.542893,-0.430355,2.010281
8.833245,0.547650,-0.427657,2.053122
8.866578,0.551980,-0.425008,2.104075
8.899911,0.554824,-0.421789,2.157908
8.933244,0.556257,-0.423024,2.214438
8.966577,0.557383,-0.421833,2.274657
8.999910,0.556461,-0.418869,2.335726
9.033243,0.549849,-0.417991,2.411262
9.066576,0.545044,-0.418176,2.469846
9.099909,0.539807,-0.418886,2.522711
9.133242,0.534756,-0.422116,2.568827
9.166575,0.530559,-0.427167,2.607083
9.199908,0.528005,-0.431193,2.637789
9.233241,0.526794,-0.439520,2.658571
9.266574,0.525392,-0.449833,2.670400
9.299907,0.523797,-0.464003,2.671655
9.333240,0.520994,-0.481598,2.662502
9.366573,0.515202,-0.501397,2.644930
9.399906,0.505349,-0.521761,2.622503
9.433239,0.491218,-0.541408,2.596899
9.466572,0.473931,-0.558565,2.570481
9.499905,0.453570,-0.576261,2.546872
9.533238,0.433254,-0.592174,2.524616
9.566571,0.413147,-0.606414,2.504045
9.599904,0.393707,-0.619163,2.484707
9.633237,0.376243,-0.630157,2.466717
9.666570,0.361385,-0.639226,2.450535
9.699903,0.349509,-0.646823,2.435474
9.733236,0.339752,-0.653645,2.421495
9.766569,0.331671,-0.660501,2.407724
9.799902,0.325090,-0.667873,2.394305
9.833235,0.319730,-0.676251,2.381101
9.866568,0.315442,-0.685588,2.368260
9.899901,0.311901,-0.695973,2.356194
9.933234,0.308844,-0.707112,2.345114
9.966567,0.306081,-0.718526,2.335214
9.999900,0.303496,-0.729420,2.326925
10.033233,0.301131,-0.738922,2.320246
10.066566,0.298673,-0.746968,2.314542
10.099899,0.297333,-0.752980,2.310719
10.133232,0.297756,-0.756405,2.308725
10.166565,0.299555,-0.757672,2.307506
10.199898,0.302283,-0.756968,2.307217
10.233231,0.305863,-0.754224,2.307888
10.266564,0.310417,-0.749929,2.309358
10.299897,0.315710,-0.744519,2.311665
10.333230,0.321370,-0.738635,2.314846
10.366563,0.326847,-0.732951,2.318425
10.399896,0.331872,-0.728415,2.322329
10.433229,0.337775,-0.724708,2.326915
10.466562,0.344587,-0.722259,2.331525
10.499895,0.352485,-0.721743,2.335351
10.533228,0.361172,-0.723008,2.337930
10.566561,0.370655,-0.725828,2.338611
10.599894,0.380395,-0.729871,2.336768
10.633227,0.387252,-0.733001,2.332914
10.666560,0.393667,-0.736785,2.327015
10.699893,0.399571,-0.741231,2.318928
10.733226,0.405952,-0.746831,2.303279
10.766559,0.410411,-0.752571,2.289856
10.799892,0.413661,-0.758876,2.274709
10.833225,0.415476,-0.765726,2.257970
